Index,contrast_family,base_semantic_id,source_semantic_id,task_family,identifiability_score,delta_O,delta_O_star,delta_A,delta_H,delta_E,upstream_distance,predicted_E_delta,effect_bin,_14,cause_route,effect_match_group,route_effect_mismatch,contrast_id,pair_split,H_match_tolerance,E_match_tolerance,candidate_variables_frozen,semantic_contrast_id,pair_id,base_condition_id,source_condition_id,response_mapping,predicted_O_effect,predicted_O_star_effect,predicted_H_effect,predicted_E_effect,behavioral_base_logit,behavioral_source_logit,computational_targets_frozen_before_neural,artifact_id,layer,rank,primary,intervention_type,neural_counterfactual_effect,intervention_norm,projection_distance,signed_projection_delta
460,same_context_different_raw,abs-candidate-0003976,abs-candidate-0003948,bandit,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.48140375749357,-1.48140375749357,4.819995954355149,-1.48140375749357,strong_negative,,,,,abs-same_context_different_raw-000230,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000230,abs-same_context_different_raw-000230:m0,abs-candidate-0003976-m0,abs-candidate-0003948-m0,continue_x,-1.301482767655723,-0.061233790275359024,-1.48140375749357,-1.48140375749357,1.4043340526052788,-0.07706970488829101,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
461,same_context_different_raw,abs-candidate-0003976,abs-candidate-0003948,bandit,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.48140375749357,-1.48140375749357,4.819995954355149,-1.48140375749357,strong_negative,,,,,abs-same_context_different_raw-000230,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000230,abs-same_context_different_raw-000230:m1,abs-candidate-0003976-m1,abs-candidate-0003948-m1,continue_y,-1.3014827676557228,-0.061233790275359024,-1.48140375749357,-1.48140375749357,1.4660237795026956,-0.015379977990874316,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
470,same_context_different_raw,abs-candidate-0004522,abs-candidate-0004494,bandit,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.4546831429779754,-1.4546831429779754,5.008868235440018,-1.4546831429779754,strong_negative,,,,,abs-same_context_different_raw-000235,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000235,abs-same_context_different_raw-000235:m0,abs-candidate-0004522-m0,abs-candidate-0004494-m0,continue_x,-1.3014827676557232,-0.06123379027535941,-1.4546831429779754,-1.4546831429779754,1.1952907059280635,-0.2593924370499119,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
471,same_context_different_raw,abs-candidate-0004522,abs-candidate-0004494,bandit,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.4546831429779754,-1.4546831429779754,5.008868235440018,-1.4546831429779754,strong_negative,,,,,abs-same_context_different_raw-000235,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000235,abs-same_context_different_raw-000235:m1,abs-candidate-0004522-m1,abs-candidate-0004494-m1,continue_y,-1.3014827676557232,-0.06123379027535958,-1.4546831429779754,-1.4546831429779754,1.25698043282548,-0.1977027101524952,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
480,same_context_different_raw,abs-candidate-0000202,abs-candidate-0000174,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526024,-1.0268789722526024,4.819995954355149,-1.0268789722526024,moderate_negative,,,,,abs-same_context_different_raw-000240,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000240,abs-same_context_different_raw-000240:m0,abs-candidate-0000202-m0,abs-candidate-0000174-m0,continue_x,-0.8899279749312126,-0.04224610963620257,-1.0268789722526024,-1.0268789722526024,-0.5296805109359708,-1.5565594831885732,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
481,same_context_different_raw,abs-candidate-0000202,abs-candidate-0000174,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526024,-1.0268789722526024,4.819995954355149,-1.0268789722526024,moderate_negative,,,,,abs-same_context_different_raw-000240,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000240,abs-same_context_different_raw-000240:m1,abs-candidate-0000202-m1,abs-candidate-0000174-m1,continue_y,-0.8899279749312123,-0.042246109636202345,-1.026878972252602,-1.026878972252602,-0.5896943633092575,-1.6165733355618594,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
490,same_context_different_raw,abs-candidate-0001000,abs-candidate-0000972,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945536,-1.0241308635945536,5.008868235440018,-1.0241308635945536,moderate_negative,,,,,abs-same_context_different_raw-000245,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000245,abs-same_context_different_raw-000245:m0,abs-candidate-0001000-m0,abs-candidate-0000972-m0,continue_x,-0.8899279749312131,-0.04812419536907331,-1.0241308635945536,-1.0241308635945536,-0.1851108896410908,-1.2092417532356445,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
491,same_context_different_raw,abs-candidate-0001000,abs-candidate-0000972,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945536,-1.0241308635945536,5.008868235440018,-1.0241308635945536,moderate_negative,,,,,abs-same_context_different_raw-000245,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000245,abs-same_context_different_raw-000245:m1,abs-candidate-0001000-m1,abs-candidate-0000972-m1,continue_y,-0.889927974931213,-0.04812419536907342,-1.0241308635945536,-1.0241308635945536,-0.24512474201437717,-1.2692556056089308,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
500,same_context_different_raw,abs-candidate-0001756,abs-candidate-0001728,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945534,-1.0241308635945534,5.008868235440018,-1.0241308635945534,moderate_negative,,,,,abs-same_context_different_raw-000250,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000250,abs-same_context_different_raw-000250:m0,abs-candidate-0001756-m0,abs-candidate-0001728-m0,continue_x,-0.8899279749312128,-0.0481241953690732,-1.0241308635945534,-1.0241308635945534,-0.4596338000747131,-1.4837646636692665,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
501,same_context_different_raw,abs-candidate-0001756,abs-candidate-0001728,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945534,-1.0241308635945534,5.008868235440018,-1.0241308635945534,moderate_negative,,,,,abs-same_context_different_raw-000250,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000250,abs-same_context_different_raw-000250:m1,abs-candidate-0001756-m1,abs-candidate-0001728-m1,continue_y,-0.8899279749312129,-0.0481241953690732,-1.0241308635945532,-1.0241308635945532,-0.5196476524479996,-1.5437785160425528,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
510,same_context_different_raw,abs-candidate-0002974,abs-candidate-0002946,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526022,-1.0268789722526022,4.819995954355149,-1.0268789722526022,moderate_negative,,,,,abs-same_context_different_raw-000255,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000255,abs-same_context_different_raw-000255:m0,abs-candidate-0002974-m0,abs-candidate-0002946-m0,continue_x,-0.8899279749312131,-0.04224610963620279,-1.0268789722526022,-1.0268789722526022,0.7273929188466582,-0.29948605340594386,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
511,same_context_different_raw,abs-candidate-0002974,abs-candidate-0002946,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526022,-1.0268789722526022,4.819995954355149,-1.0268789722526022,moderate_negative,,,,,abs-same_context_different_raw-000255,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000255,abs-same_context_different_raw-000255:m1,abs-candidate-0002974-m1,abs-candidate-0002946-m1,continue_y,-0.8899279749312125,-0.042246109636202234,-1.026878972252602,-1.026878972252602,0.6673790664733719,-0.3594999057792301,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
520,same_context_different_raw,abs-candidate-0003478,abs-candidate-0003450,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526022,-1.0268789722526022,4.819995954355149,-1.0268789722526022,moderate_negative,,,,,abs-same_context_different_raw-000260,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000260,abs-same_context_different_raw-000260:m0,abs-candidate-0003478-m0,abs-candidate-0003450-m0,continue_x,-0.8899279749312128,-0.045457278081433294,-1.0268789722526022,-1.0268789722526022,-1.425072647516833,-2.451951619769435,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
521,same_context_different_raw,abs-candidate-0003478,abs-candidate-0003450,debugging,2.866309830512964,-4.38,-0.2190000000000003,-2.0,-1.0268789722526022,-1.0268789722526022,4.819995954355149,-1.0268789722526022,moderate_negative,,,,,abs-same_context_different_raw-000260,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000260,abs-same_context_different_raw-000260:m1,abs-candidate-0003478-m1,abs-candidate-0003450-m1,continue_y,-0.889927974931213,-0.04545727808143374,-1.0268789722526024,-1.0268789722526024,-1.485086499890119,-2.5119654721427214,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
530,same_context_different_raw,abs-candidate-0004024,abs-candidate-0003996,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945536,-1.0241308635945536,5.008868235440018,-1.0241308635945536,moderate_negative,,,,,abs-same_context_different_raw-000265,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000265,abs-same_context_different_raw-000265:m0,abs-candidate-0004024-m0,abs-candidate-0003996-m0,continue_x,-0.8899279749312128,-0.04491302692384136,-1.0241308635945536,-1.0241308635945536,-0.9948074881603065,-2.0189383517548602,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
531,same_context_different_raw,abs-candidate-0004024,abs-candidate-0003996,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945536,-1.0241308635945536,5.008868235440018,-1.0241308635945536,moderate_negative,,,,,abs-same_context_different_raw-000265,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000265,abs-same_context_different_raw-000265:m1,abs-candidate-0004024-m1,abs-candidate-0003996-m1,continue_y,-0.8899279749312121,-0.044913026923842025,-1.0241308635945536,-1.0241308635945536,-1.0548213405335929,-2.0789522041281465,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
540,same_context_different_raw,abs-candidate-0005032,abs-candidate-0005004,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945539,-1.0241308635945539,5.008868235440018,-1.0241308635945539,moderate_negative,,,,,abs-same_context_different_raw-000270,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000270,abs-same_context_different_raw-000270:m0,abs-candidate-0005032-m0,abs-candidate-0005004-m0,continue_x,-0.8899279749312128,-0.045457278081433294,-1.0241308635945539,-1.0241308635945539,-1.6788969143664036,-2.7030277779609575,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
541,same_context_different_raw,abs-candidate-0005032,abs-candidate-0005004,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945539,-1.0241308635945539,5.008868235440018,-1.0241308635945539,moderate_negative,,,,,abs-same_context_different_raw-000270,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000270,abs-same_context_different_raw-000270:m1,abs-candidate-0005032-m1,abs-candidate-0005004-m1,continue_y,-0.889927974931213,-0.045457278081433294,-1.0241308635945539,-1.0241308635945539,-1.73891076673969,-2.7630416303342438,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
550,same_context_different_raw,abs-candidate-0005788,abs-candidate-0005760,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945534,-1.0241308635945534,5.008868235440018,-1.0241308635945534,moderate_negative,,,,,abs-same_context_different_raw-000275,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000275,abs-same_context_different_raw-000275:m0,abs-candidate-0005788-m0,abs-candidate-0005760-m0,continue_x,-0.8899279749312125,-0.044913026923842025,-1.0241308635945534,-1.0241308635945534,0.338312149760996,-0.6858187138335574,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
551,same_context_different_raw,abs-candidate-0005788,abs-candidate-0005760,debugging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-1.0241308635945534,-1.0241308635945534,5.008868235440018,-1.0241308635945534,moderate_negative,,,,,abs-same_context_different_raw-000275,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000275,abs-same_context_different_raw-000275:m1,abs-candidate-0005788-m1,abs-candidate-0005760-m1,continue_y,-0.8899279749312126,-0.044913026923842025,-1.0241308635945532,-1.0241308635945532,0.2782982973877094,-0.7458325662068437,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
560,same_context_different_raw,abs-candidate-0000211,abs-candidate-0000239,foraging,2.866309830512964,4.38,0.2190000000000002,2.42,0.9740328599757568,0.9740328599757568,5.008868235440018,0.9740328599757568,near_zero,,,,,abs-same_context_different_raw-000280,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000280,abs-same_context_different_raw-000280:m0,abs-candidate-0000211-m0,abs-candidate-0000239-m0,continue_x,0.8707577684892367,0.03885745788709427,0.9740328599757568,0.9740328599757568,-1.3241800355495572,-0.3501471755738004,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
561,same_context_different_raw,abs-candidate-0000211,abs-candidate-0000239,foraging,2.866309830512964,4.38,0.2190000000000002,2.42,0.9740328599757568,0.9740328599757568,5.008868235440018,0.9740328599757568,near_zero,,,,,abs-same_context_different_raw-000280,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000280,abs-same_context_different_raw-000280:m1,abs-candidate-0000211-m1,abs-candidate-0000239-m1,continue_y,0.8707577684892365,0.03885745788709416,0.9740328599757568,0.9740328599757568,-1.1893925636779032,-0.21535970370214647,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
570,same_context_different_raw,abs-candidate-0000743,abs-candidate-0000715,foraging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-0.9740328599757571,-0.9740328599757571,5.008868235440018,-0.9740328599757571,near_zero,,,,,abs-same_context_different_raw-000285,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000285,abs-same_context_different_raw-000285:m0,abs-candidate-0000743-m0,abs-candidate-0000715-m0,continue_x,-0.8707577684892367,-0.03885745788709438,-0.9740328599757571,-0.9740328599757571,-0.5698037774220923,-1.5438366373978494,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
571,same_context_different_raw,abs-candidate-0000743,abs-candidate-0000715,foraging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-0.9740328599757571,-0.9740328599757571,5.008868235440018,-0.9740328599757571,near_zero,,,,,abs-same_context_different_raw-000285,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000285,abs-same_context_different_raw-000285:m1,abs-candidate-0000743-m1,abs-candidate-0000715-m1,continue_y,-0.8707577684892365,-0.03885745788709427,-0.9740328599757568,-0.9740328599757568,-0.4350163055504383,-1.4090491655261952,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
580,same_context_different_raw,abs-candidate-0001247,abs-candidate-0001219,foraging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-0.9740328599757564,-0.9740328599757564,5.008868235440018,-0.9740328599757564,near_zero,,,,,abs-same_context_different_raw-000290,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000290,abs-same_context_different_raw-000290:m0,abs-candidate-0001247-m0,abs-candidate-0001219-m0,continue_x,-0.8707577684892369,-0.047755529357745186,-0.9740328599757564,-0.9740328599757564,-1.1060528483215515,-2.080085708297308,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
581,same_context_different_raw,abs-candidate-0001247,abs-candidate-0001219,foraging,2.866309830512964,-4.38,-0.2190000000000002,-2.42,-0.9740328599757564,-0.9740328599757564,5.008868235440018,-0.9740328599757564,near_zero,,,,,abs-same_context_different_raw-000290,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000290,abs-same_context_different_raw-000290:m1,abs-candidate-0001247-m1,abs-candidate-0001219-m1,continue_y,-0.8707577684892369,-0.047755529357744964,-0.9740328599757564,-0.9740328599757564,-0.9712653764498977,-1.9452982364256541,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
590,same_context_different_raw,abs-candidate-0001975,abs-candidate-0002003,foraging,2.866309830512964,4.38,0.2190000000000002,2.42,0.9740328599757566,0.9740328599757566,5.008868235440018,0.9740328599757566,near_zero,,,,,abs-same_context_different_raw-000295,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000295,abs-same_context_different_raw-000295:m0,abs-candidate-0001975-m0,abs-candidate-0002003-m0,continue_x,0.8707577684892369,0.03885745788709416,0.9740328599757566,0.9740328599757566,1.220564032439666,2.1945968924154227,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
591,same_context_different_raw,abs-candidate-0001975,abs-candidate-0002003,foraging,2.866309830512964,4.38,0.2190000000000002,2.42,0.9740328599757566,0.9740328599757566,5.008868235440018,0.9740328599757566,near_zero,,,,,abs-same_context_different_raw-000295,abstraction_test,0.06386915314994339,0.21210848059700527,True,abs-same_context_different_raw-000295,abs-same_context_different_raw-000295:m1,abs-candidate-0001975-m1,abs-candidate-0002003-m1,continue_y,0.870757768489236,0.03885745788709438,0.9740328599757571,0.9740328599757571,1.3553515043113196,2.3293843642870766,True,das_001_outcome_history_dual_history_L28_r2,28,2,True,frozen_DAS,0.0,0.0,0.0,0.0
